date,location,new_cases,new_deaths
2/18/2020,Spain,0,0
2/19/2020,Spain,0,0
2/20/2020,Spain,0,0
2/21/2020,Spain,0,0
2/22/2020,Spain,0,0
2/23/2020,Spain,0,0
2/24/2020,Spain,0,0
2/25/2020,Spain,1,0
2/26/2020,Spain,4,0
2/27/2020,Spain,5,0
2/28/2020,Spain,13,0
2/29/2020,Spain,9,0
3/1/2020,Spain,32,0
3/2/2020,Spain,17,0
3/3/2020,Spain,31,0
3/4/2020,Spain,37,0
3/5/2020,Spain,49,1
3/6/2020,Spain,61,2
3/7/2020,Spain,113,2
3/8/2020,Spain,56,0
3/9/2020,Spain,159,0
3/10/2020,Spain,615,23
3/11/2020,Spain,435,7
3/12/2020,Spain,501,12
3/13/2020,Spain,864,37
3/14/2020,Spain,1227,37
3/15/2020,Spain,1522,15
3/16/2020,Spain,2000,152
3/17/2020,Spain,1438,21
3/18/2020,Spain,1987,182
3/19/2020,Spain,2538,107
3/20/2020,Spain,3431,169
3/21/2020,Spain,2833,235
3/22/2020,Spain,4946,324
3/23/2020,Spain,3646,394
3/24/2020,Spain,4517,462
3/25/2020,Spain,6584,514
3/26/2020,Spain,7937,738
3/27/2020,Spain,8578,655
3/28/2020,Spain,7871,769
3/29/2020,Spain,8189,832
3/30/2020,Spain,6549,838
3/31/2020,Spain,6398,812
4/1/2020,Spain,9222,849
4/2/2020,Spain,7719,864
4/3/2020,Spain,8102,950
4/4/2020,Spain,7472,932
4/5/2020,Spain,7026,809
4/6/2020,Spain,6023,674
4/7/2020,Spain,4273,637
4/8/2020,Spain,5478,743
4/9/2020,Spain,6180,757
4/10/2020,Spain,5756,683
4/11/2020,Spain,4576,605
4/12/2020,Spain,4830,510
4/13/2020,Spain,4167,619
4/14/2020,Spain,3477,517
4/15/2020,Spain,3045,567
4/16/2020,Spain,5092,523
4/17/2020,Spain,5183,551
4/18/2020,Spain,5252,348
4/19/2020,Spain,3658,565
4/20/2020,Spain,4218,410
12/31/2019,Taiwan,0,0
1/1/2020,Taiwan,0,0
1/2/2020,Taiwan,0,0
1/3/2020,Taiwan,0,0
1/4/2020,Taiwan,0,0
1/5/2020,Taiwan,0,0
1/6/2020,Taiwan,0,0
1/7/2020,Taiwan,0,0
1/8/2020,Taiwan,0,0
1/9/2020,Taiwan,0,0
1/10/2020,Taiwan,0,0
1/11/2020,Taiwan,0,0
1/12/2020,Taiwan,0,0
1/13/2020,Taiwan,0,0
1/14/2020,Taiwan,0,0
1/15/2020,Taiwan,0,0
1/16/2020,Taiwan,0,0
1/17/2020,Taiwan,0,0
1/18/2020,Taiwan,0,0
1/19/2020,Taiwan,0,0
1/20/2020,Taiwan,0,0
1/21/2020,Taiwan,1,0
1/22/2020,Taiwan,0,0
1/23/2020,Taiwan,0,0
1/24/2020,Taiwan,0,0
1/25/2020,Taiwan,2,0
1/26/2020,Taiwan,0,0
1/27/2020,Taiwan,2,0
1/28/2020,Taiwan,2,0
1/29/2020,Taiwan,1,0
1/30/2020,Taiwan,0,0
1/31/2020,Taiwan,1,0
2/1/2020,Taiwan,1,0
2/2/2020,Taiwan,0,0
2/3/2020,Taiwan,0,0
2/4/2020,Taiwan,0,0
2/5/2020,Taiwan,1,0
2/6/2020,Taiwan,0,0
2/7/2020,Taiwan,5,0
2/8/2020,Taiwan,1,0
2/9/2020,Taiwan,1,0
2/10/2020,Taiwan,0,0
2/11/2020,Taiwan,0,0
2/12/2020,Taiwan,0,0
2/13/2020,Taiwan,0,0
2/14/2020,Taiwan,0,0
2/15/2020,Taiwan,0,0
2/16/2020,Taiwan,0,0
2/17/2020,Taiwan,2,1
2/18/2020,Taiwan,2,0
2/19/2020,Taiwan,0,0
2/20/2020,Taiwan,2,0
2/21/2020,Taiwan,0,0
2/22/2020,Taiwan,2,0
2/23/2020,Taiwan,0,0
2/24/2020,Taiwan,2,0
2/25/2020,Taiwan,2,0
2/26/2020,Taiwan,1,0
2/27/2020,Taiwan,1,0
2/28/2020,Taiwan,2,0
2/29/2020,Taiwan,5,0
3/1/2020,Taiwan,1,0
3/2/2020,Taiwan,0,0
3/3/2020,Taiwan,1,0
3/4/2020,Taiwan,1,0
3/6/2020,Taiwan,2,0
3/7/2020,Taiwan,1,0
3/8/2020,Taiwan,0,0
3/9/2020,Taiwan,0,0
3/11/2020,Taiwan,3,0
3/12/2020,Taiwan,0,0
3/13/2020,Taiwan,1,0
3/14/2020,Taiwan,4,0
3/15/2020,Taiwan,6,0
3/16/2020,Taiwan,0,0
3/17/2020,Taiwan,8,0
3/18/2020,Taiwan,10,0
3/19/2020,Taiwan,31,0
3/20/2020,Taiwan,0,0
3/21/2020,Taiwan,27,1
3/22/2020,Taiwan,18,0
3/23/2020,Taiwan,12,0
3/24/2020,Taiwan,30,0
3/25/2020,Taiwan,21,0
3/26/2020,Taiwan,19,0
3/27/2020,Taiwan,17,0
3/28/2020,Taiwan,15,0
3/29/2020,Taiwan,16,0
3/30/2020,Taiwan,23,3
3/31/2020,Taiwan,0,0
4/1/2020,Taiwan,16,0
4/2/2020,Taiwan,17,0
4/3/2020,Taiwan,0,0
4/4/2020,Taiwan,16,0
4/5/2020,Taiwan,8,0
4/6/2020,Taiwan,0,0
4/7/2020,Taiwan,10,0
4/8/2020,Taiwan,3,0
4/9/2020,Taiwan,3,0
4/10/2020,Taiwan,1,0
4/11/2020,Taiwan,0,0
4/12/2020,Taiwan,5,1
4/13/2020,Taiwan,3,0
4/14/2020,Taiwan,5,0
4/15/2020,Taiwan,2,0
4/16/2020,Taiwan,0,0
4/17/2020,Taiwan,0,0
4/18/2020,Taiwan,0,0
4/19/2020,Taiwan,3,0
4/20/2020,Taiwan,22,0
12/31/2019,Thailand,0,0
1/1/2020,Thailand,0,0
1/2/2020,Thailand,0,0
1/3/2020,Thailand,0,0
1/4/2020,Thailand,0,0
1/5/2020,Thailand,0,0
1/6/2020,Thailand,0,0
1/7/2020,Thailand,0,0
1/8/2020,Thailand,0,0
1/9/2020,Thailand,0,0
1/10/2020,Thailand,0,0
1/11/2020,Thailand,0,0
1/12/2020,Thailand,0,0
1/13/2020,Thailand,1,0
1/14/2020,Thailand,0,0
1/15/2020,Thailand,0,0
1/16/2020,Thailand,0,0
1/17/2020,Thailand,1,0
1/18/2020,Thailand,0,0
1/19/2020,Thailand,0,0
1/20/2020,Thailand,0,0
1/21/2020,Thailand,0,0
1/22/2020,Thailand,2,0
1/23/2020,Thailand,0,0
1/24/2020,Thailand,0,0
1/25/2020,Thailand,1,0
1/26/2020,Thailand,0,0
1/27/2020,Thailand,3,0
1/28/2020,Thailand,6,0
1/29/2020,Thailand,0,0
1/30/2020,Thailand,0,0
1/31/2020,Thailand,0,0
2/1/2020,Thailand,5,0
2/2/2020,Thailand,0,0
2/3/2020,Thailand,0,0
2/4/2020,Thailand,0,0
2/5/2020,Thailand,6,0
2/6/2020,Thailand,0,0
2/7/2020,Thailand,0,0
2/8/2020,Thailand,7,0
2/9/2020,Thailand,0,0
2/10/2020,Thailand,0,0
2/11/2020,Thailand,0,0
2/12/2020,Thailand,1,0
2/13/2020,Thailand,0,0
2/14/2020,Thailand,0,0
2/15/2020,Thailand,1,0
2/16/2020,Thailand,0,0
2/17/2020,Thailand,0,0
2/18/2020,Thailand,1,0
2/19/2020,Thailand,0,0
2/20/2020,Thailand,0,0
2/21/2020,Thailand,0,0
2/22/2020,Thailand,0,0
2/23/2020,Thailand,0,0
2/24/2020,Thailand,0,0
2/25/2020,Thailand,2,0
2/26/2020,Thailand,3,0
2/27/2020,Thailand,0,0
2/28/2020,Thailand,0,0
2/29/2020,Thailand,2,0
3/1/2020,Thailand,0,1
3/2/2020,Thailand,1,0
3/5/2020,Thailand,4,0
3/7/2020,Thailand,3,0
3/11/2020,Thailand,9,0
3/12/2020,Thailand,11,0
3/14/2020,Thailand,12,0
3/15/2020,Thailand,0,0
3/16/2020,Thailand,32,0
3/17/2020,Thailand,63,0
3/18/2020,Thailand,0,0
3/19/2020,Thailand,0,0
3/20/2020,Thailand,35,0
3/21/2020,Thailand,154,0
3/22/2020,Thailand,233,0
3/23/2020,Thailand,122,0
3/24/2020,Thailand,106,3
3/25/2020,Thailand,107,0
3/26/2020,Thailand,111,0
3/27/2020,Thailand,91,1
3/28/2020,Thailand,0,0
3/29/2020,Thailand,109,1
3/30/2020,Thailand,143,1
3/31/2020,Thailand,263,3
4/1/2020,Thailand,0,0
4/2/2020,Thailand,120,2
4/3/2020,Thailand,104,3
4/4/2020,Thailand,103,4
4/5/2020,Thailand,191,4
4/6/2020,Thailand,51,3
4/7/2020,Thailand,38,0
4/8/2020,Thailand,111,4
4/9/2020,Thailand,54,2
4/10/2020,Thailand,50,1
4/11/2020,Thailand,45,2
4/12/2020,Thailand,33,3
4/13/2020,Thailand,28,2
4/14/2020,Thailand,34,1
4/15/2020,Thailand,30,2
4/16/2020,Thailand,29,3
4/17/2020,Thailand,28,1
4/18/2020,Thailand,0,0
4/19/2020,Thailand,33,0
4/20/2020,Thailand,32,0
12/31/2019,United States,0,0
1/1/2020,United States,0,0
1/2/2020,United States,0,0
1/3/2020,United States,0,0
1/4/2020,United States,0,0
1/5/2020,United States,0,0
1/6/2020,United States,0,0
1/7/2020,United States,0,0
1/8/2020,United States,0,0
1/9/2020,United States,0,0
1/10/2020,United States,0,0
1/11/2020,United States,0,0
1/12/2020,United States,0,0
1/13/2020,United States,0,0
1/14/2020,United States,0,0
1/15/2020,United States,0,0
1/16/2020,United States,0,0
1/17/2020,United States,0,0
1/18/2020,United States,0,0
1/19/2020,United States,0,0
1/20/2020,United States,0,0
1/21/2020,United States,1,0
1/22/2020,United States,0,0
1/23/2020,United States,0,0
1/24/2020,United States,0,0
1/25/2020,United States,1,0
1/26/2020,United States,0,0
1/27/2020,United States,3,0
1/28/2020,United States,0,0
1/29/2020,United States,0,0
1/30/2020,United States,0,0
1/31/2020,United States,1,0
2/1/2020,United States,1,0
2/2/2020,United States,1,0
2/3/2020,United States,3,0
2/4/2020,United States,0,0
2/5/2020,United States,0,0
2/6/2020,United States,1,0
2/7/2020,United States,0,0
2/8/2020,United States,0,0
2/9/2020,United States,0,0
2/10/2020,United States,0,0
2/11/2020,United States,1,0
2/12/2020,United States,0,0
2/13/2020,United States,1,0
2/14/2020,United States,1,0
2/15/2020,United States,0,0
2/16/2020,United States,0,0
2/17/2020,United States,0,0
2/18/2020,United States,0,0
2/19/2020,United States,0,0
2/20/2020,United States,0,0
2/21/2020,United States,1,0
2/22/2020,United States,19,0
2/23/2020,United States,0,0
2/24/2020,United States,0,0
2/25/2020,United States,18,0
2/26/2020,United States,0,0
2/27/2020,United States,6,0
2/28/2020,United States,1,0
2/29/2020,United States,6,0
3/1/2020,United States,3,1
3/2/2020,United States,20,1
3/3/2020,United States,14,4
3/4/2020,United States,22,3
3/5/2020,United States,34,2
3/6/2020,United States,74,1
3/7/2020,United States,105,2
3/8/2020,United States,95,3
3/9/2020,United States,121,4
3/10/2020,United States,200,5
3/11/2020,United States,271,2
3/12/2020,United States,287,2
3/13/2020,United States,351,10
3/14/2020,United States,511,7
3/15/2020,United States,777,10
3/16/2020,United States,823,12
3/17/2020,United States,887,16
3/18/2020,United States,1766,23
3/19/2020,United States,2988,42
3/20/2020,United States,4835,0
3/21/2020,United States,5374,110
3/22/2020,United States,7123,80
3/23/2020,United States,8459,131
3/24/2020,United States,11236,119
3/25/2020,United States,8789,211
3/26/2020,United States,13963,249
3/27/2020,United States,16797,246
3/28/2020,United States,18695,411
3/29/2020,United States,19979,484
3/30/2020,United States,18360,318
3/31/2020,United States,21595,661
4/1/2020,United States,24998,909
4/2/2020,United States,27103,1059
4/3/2020,United States,28819,915
4/4/2020,United States,32425,1104
4/5/2020,United States,34272,1344
4/6/2020,United States,25398,1146
4/7/2020,United States,30561,1342
4/8/2020,United States,30613,1906
4/9/2020,United States,33323,1922
4/10/2020,United States,33901,1873
4/11/2020,United States,35527,2087
4/12/2020,United States,28391,1831
4/13/2020,United States,27620,1500
4/14/2020,United States,25023,1541
4/15/2020,United States,26922,2408
4/16/2020,United States,30148,4928
4/17/2020,United States,31667,2299
4/18/2020,United States,30833,3770
4/19/2020,United States,32922,1856
4/20/2020,United States,24601,1772
12/31/2019,Vietnam,0,0
1/1/2020,Vietnam,0,0
1/2/2020,Vietnam,0,0
1/3/2020,Vietnam,0,0
1/4/2020,Vietnam,0,0
1/5/2020,Vietnam,0,0
1/6/2020,Vietnam,0,0
1/7/2020,Vietnam,0,0
1/8/2020,Vietnam,0,0
1/9/2020,Vietnam,0,0
1/10/2020,Vietnam,0,0
1/11/2020,Vietnam,0,0
1/12/2020,Vietnam,0,0
1/13/2020,Vietnam,0,0
1/14/2020,Vietnam,0,0
1/15/2020,Vietnam,0,0
1/16/2020,Vietnam,0,0
1/17/2020,Vietnam,0,0
1/18/2020,Vietnam,0,0
1/19/2020,Vietnam,0,0
1/20/2020,Vietnam,0,0
1/21/2020,Vietnam,0,0
1/22/2020,Vietnam,0,0
1/23/2020,Vietnam,0,0
1/24/2020,Vietnam,2,0
1/25/2020,Vietnam,0,0
1/26/2020,Vietnam,0,0
1/27/2020,Vietnam,0,0
1/28/2020,Vietnam,0,0
1/29/2020,Vietnam,0,0
1/30/2020,Vietnam,0,0
1/31/2020,Vietnam,3,0
2/1/2020,Vietnam,0,0
2/2/2020,Vietnam,2,0
2/3/2020,Vietnam,1,0
2/4/2020,Vietnam,1,0
2/5/2020,Vietnam,1,0
2/6/2020,Vietnam,0,0
2/7/2020,Vietnam,2,0
2/8/2020,Vietnam,1,0
2/9/2020,Vietnam,1,0
2/10/2020,Vietnam,0,0
2/11/2020,Vietnam,1,0
2/12/2020,Vietnam,0,0
2/13/2020,Vietnam,1,0
2/14/2020,Vietnam,0,0
2/15/2020,Vietnam,0,0
2/16/2020,Vietnam,0,0
2/17/2020,Vietnam,0,0
2/18/2020,Vietnam,0,0
2/19/2020,Vietnam,0,0
2/20/2020,Vietnam,0,0
2/21/2020,Vietnam,0,0
2/22/2020,Vietnam,0,0
2/23/2020,Vietnam,0,0
2/24/2020,Vietnam,0,0
2/25/2020,Vietnam,0,0
2/26/2020,Vietnam,0,0
2/27/2020,Vietnam,0,0
2/28/2020,Vietnam,0,0
2/29/2020,Vietnam,0,0
3/1/2020,Vietnam,0,0
3/2/2020,Vietnam,0,0
3/7/2020,Vietnam,1,0
3/8/2020,Vietnam,4,0
3/9/2020,Vietnam,9,0
3/10/2020,Vietnam,1,0
3/11/2020,Vietnam,4,0
3/12/2020,Vietnam,4,0
3/13/2020,Vietnam,5,0
3/14/2020,Vietnam,5,0
3/15/2020,Vietnam,4,0
3/16/2020,Vietnam,4,0
3/17/2020,Vietnam,4,0
3/18/2020,Vietnam,0,0
3/19/2020,Vietnam,15,0
3/20/2020,Vietnam,9,0
3/21/2020,Vietnam,2,0
3/22/2020,Vietnam,7,0
3/23/2020,Vietnam,24,0
3/24/2020,Vietnam,5,0
3/25/2020,Vietnam,11,0
3/26/2020,Vietnam,14,0
3/27/2020,Vietnam,5,0
3/28/2020,Vietnam,16,0
3/29/2020,Vietnam,54,0
3/30/2020,Vietnam,5,0
3/31/2020,Vietnam,1,0
4/1/2020,Vietnam,0,0
4/2/2020,Vietnam,6,0
4/3/2020,Vietnam,4,0
4/4/2020,Vietnam,0,0
4/5/2020,Vietnam,1,0
4/6/2020,Vietnam,1,0
4/7/2020,Vietnam,4,0
4/8/2020,Vietnam,6,0
4/9/2020,Vietnam,0,0
4/10/2020,Vietnam,4,0
4/11/2020,Vietnam,2,0
4/12/2020,Vietnam,1,0
4/13/2020,Vietnam,4,0
4/14/2020,Vietnam,3,0
4/15/2020,Vietnam,9,0
4/16/2020,Vietnam,1,0
4/17/2020,Vietnam,0,0
4/18/2020,Vietnam,1,0
4/19/2020,Vietnam,0,0
4/20/2020,Vietnam,0,0
